# prefab<TAB>comma-separated MonoBehaviour classes found anywhere in the prefab (generated from game assets)
AbandonedLogCabin02	Chair,Container,CreatureSpawner,Door,Location,MusicLocation,Piece,RandomSpawn,TerrainModifier,WearNTear,ZNetView
shipwreck_vikingship_rear	DropOnDestroyed,WearNTear,ZNetView
shrub_2	Destructible,DropOnDestroyed,LodFadeInOut,StaticPhysics,ZNetView
shrub_2_heath	Destructible,DropOnDestroyed,LodFadeInOut,StaticPhysics,ZNetView
siege_wall_1x1	Piece,WearNTear,ZNetView
siegebomb_explosion	Aoe,TimedDestruction,ZNetView,ZSFX
siegebomb_projectile	Projectile,ZNetView,ZSyncTransform
sign	Piece,Sign,WearNTear,ZNetView
sign_notext	Piece,WearNTear,ZNetView
silvervein	Beacon,Destructible,HoverText,LodFadeInOut,ZNetView
silvervein_frac	LodFadeInOut,MineRock5,ZNetView
skeleton_bow	ItemDrop,ZNetView,ZSyncTransform
skeleton_bow2	ItemDrop,ZNetView,ZSyncTransform
skeleton_bow_meadows	ItemDrop,ZNetView,ZSyncTransform
skeleton_bow_mountains	ItemDrop,ZNetView,ZSyncTransform
skeleton_bow_swamps	ItemDrop,ZNetView,ZSyncTransform
skeleton_firenova_aoe	Aoe,ZNetView,ZSyncTransform
skeleton_hildir_firenova	ItemDrop,ZNetView,ZSyncTransform
skeleton_mace	ItemDrop,ZNetView,ZSyncTransform
skeleton_mace_DeepNorth	ItemDrop,ZNetView,ZSyncTransform
skeleton_sword	ItemDrop,ZNetView,ZSyncTransform
skeleton_sword2	ItemDrop,ZNetView,ZSyncTransform
skeleton_sword_hildir	ItemDrop,ZNetView,ZSyncTransform
skeleton_sword_meadows	ItemDrop,ZNetView,ZSyncTransform
skeleton_sword_mountains	ItemDrop,ZNetView,ZSyncTransform
skeleton_sword_swamps	ItemDrop,ZNetView,ZSyncTransform
skull_pile	Piece,WearNTear,ZNetView
sledge_aoe	Aoe,ZNetView
small_rock1	
small_rock2	
smelter	EffectArea,GuidePoint,LightFlicker,LightLod,Piece,Smelter,SmokeSpawner,Switch,TimedDestruction,WearNTear,ZNetView,ZSFX
smoke_area	
smokebomb_explosion	SmokeSpawner,TimedDestruction,ZNetView
smokebomb_projectile	Projectile,ZNetView,ZSyncTransform
snow_decrease	Piece,TerrainOp
snow_decrease_firepit_placed_large	Piece,TerrainOp
snow_decrease_firepit_placed_small	Piece,TerrainOp
snow_fire	Piece,TerrainOp
snow_fire_big	Piece,TerrainOp
snow_increase	Piece,TerrainOp
snow_increase_roller	Piece,TerrainOp
snow_increase_tree	Piece,TerrainOp
snow_increase_treesmall	Piece,TerrainOp
snow_shovel	Piece,TerrainOp
snow_shovel_big	Piece,TerrainOp
snow_tree	Piece,TerrainOp
snow_walk	Piece,TerrainOp
snow_walk_big	Piece,TerrainOp
snow_walk_huge	Piece,TerrainOp
snow_walk_medium	Piece,TerrainOp
snowball_projectile	Projectile,ZNetView,ZSyncTransform
snowballbig_projectile	Projectile,ZNetView,ZSyncTransform
spawn_fader_meteors	SpawnAbility
spawn_frozenking_spikerain	SpawnAbility
spawn_meteors	SpawnAbility
spawn_roots	SpawnAbility
spawn_tendril	SpawnAbility
spiritbjorn_bite	ItemDrop,ZNetView,ZSyncTransform
spiritbjorn_claws	ItemDrop,ZNetView,ZSyncTransform
spiritbjorn_slam	ItemDrop
spiritbjorn_swipe_combo	ItemDrop,ZNetView,ZSyncTransform
spiritbjorn_swipe_l	ItemDrop,ZNetView,ZSyncTransform
spiritbjorn_swipe_r	ItemDrop,ZNetView,ZSyncTransform
spiritboar_base_attack	ItemDrop
spiritmoose_hooves	ItemDrop
spiritmoose_horns	ItemDrop
spiritmoose_horns_sweep	ItemDrop
staff_FrostOrbs_aoe	Aoe,ZNetView,ZSyncTransform
staff_FrostOrbs_projectile	Projectile,TimedDestruction,ZNetView,ZSFX,ZSyncTransform
staff_OrbofAhri_aoe	Aoe,CamShaker,LightFlicker,TimedDestruction,ZNetView,ZSFX
staff_OrbofAhri_projectile	Projectile,TimedDestruction,ZNetView,ZSFX,ZSyncTransform
staff_OrbofAhri_projectile_return	Projectile,TimedDestruction,ZNetView,ZSFX,ZSyncTransform
staff_SpiritCaller_spawn	SpawnAbility
staff_clusterbombstaff_projectile	Projectile,ZNetView,ZSyncTransform
staff_clusterbombstaff_splinter_projectile	Projectile,ZNetView,ZSyncTransform
staff_fireball_projectile	CinderSpawner,Projectile,ZNetView,ZSyncTransform
staff_greenroots_projectile	Projectile,ZNetView,ZSyncTransform
staff_greenroots_spawn	SpawnAbility
staff_greenroots_tentaroot	CharacterAnimEvent,CharacterTimedDestruction,Humanoid,MonsterAI,ZNetView,ZSyncAnimation,ZSyncTransform
staff_greenroots_tentaroot_attack	ItemDrop,ZNetView,ZSyncTransform
staff_iceshard_projectile	Projectile,ZNetView,ZSyncTransform
staff_lightning_projectile	Projectile,ZNetView,ZSyncTransform
staff_redtroll_aoe	Aoe,ZNetView,ZSyncTransform
staff_redtroll_spawn	SpawnAbility
staff_shield_aoe	Aoe,ZNetView,ZSyncTransform
staff_skeleton_projectile	LightFlicker,Projectile,ZNetView,ZSyncTransform
staff_skeleton_spawn	SpawnAbility
staff_thunderblood_aoe	Aoe,CamShaker,LightFlicker,TimedDestruction,ZNetView,ZSFX
staff_thunderblood_projectile	LightFlicker,LightLod,Projectile,ZNetView,ZSFX,ZSyncTransform
stake_wall	Piece,WearNTear,ZNetView
stave_beam_26	Piece,WearNTear,ZNetView
stave_beam_2m	Piece,WearNTear,ZNetView
stave_beam_45	Piece,WearNTear,ZNetView
stave_beam_4m	Piece,WearNTear,ZNetView
stave_beam_67	Piece,WearNTear,ZNetView
stave_deco_beam_26	Piece,WearNTear,ZNetView
stave_deco_beam_2m	Piece,WearNTear,ZNetView
stave_deco_beam_45	Piece,WearNTear,ZNetView
stave_deco_beam_67	Piece,WearNTear,ZNetView
stave_deco_pole_2m	Piece,WearNTear,ZNetView
stave_deco_wall_2x2	Piece,WearNTear,ZNetView
stave_gate	Door,Piece,WearNTear,ZNetView
stave_pole_2m	Piece,WearNTear,ZNetView
stave_pole_4m	Piece,WearNTear,ZNetView
stave_wall_2x2	Piece,WearNTear,ZNetView
stave_wall_cross_26	Piece,WearNTear,ZNetView
stave_wall_cross_45	Piece,WearNTear,ZNetView
stave_wall_cross_67	Piece,WearNTear,ZNetView
stone_arch	Piece,WearNTear,ZNetView
stone_fence	Piece,WearNTear,ZNetView
stone_floor	Piece,WearNTear,ZNetView
stone_floor_2x2	Piece,WearNTear,ZNetView
stone_pile	Piece,WearNTear,ZNetView
stone_pillar	Piece,WearNTear,ZNetView
stone_stair	Piece,WearNTear,ZNetView
stone_wall_1x1	Piece,WearNTear,ZNetView
stone_wall_1x1_ruin	WearNTear,ZNetView
stone_wall_2x1	Piece,WearNTear,ZNetView
stone_wall_2x1_ruin	WearNTear,ZNetView
stone_wall_4x2	Piece,WearNTear,ZNetView
stone_wall_ruin	WearNTear,ZNetView
stone_wall_ruin_2	WearNTear,ZNetView
stoneblock_fracture	MineRock,ZNetView
stonechest	Container,ZNetView
stonegolem_attack1_spike	ItemDrop,ZNetView,ZSyncTransform
stonegolem_attack2_left_groundslam	ItemDrop
stonegolem_attack3_spikesweep	ItemDrop
stonegolem_attack_doublesmash	ItemDrop
stonegolem_attack_sonicboom_NOTUSED	ItemDrop
stonewall	MaterialVariationWorld
stonewall_1	MaterialVariationWorld
stonewall_2	Destructible,DropOnDestroyed,MaterialVariationWorld,StaticPhysics,ZNetView
stonewall_3	Destructible,DropOnDestroyed,MaterialVariationWorld,StaticPhysics,ZNetView
stubbe	Destructible,DropOnDestroyed,LodFadeInOut,StaticPhysics,ZNetView
stubbe_deepnorth	Destructible,DropOnDestroyed,LodFadeInOut,StaticPhysics,ZNetView
stubbe_spawner	Destructible,DropOnDestroyed,LodFadeInOut,ZNetView
sunken_crypt_gate	Door,ZNetView
sunkencrypt_new_Corridor1	Container,Destructible,EffectArea,HoverText,LightFlicker,LightLod,LodFadeInOut,PickableItem,Piece,RandomSpawn,Room,RoomConnection,TimedDestruction,Vegvisir,WaterVolume,WearNTear,ZNetView,ZSFX
sunkencrypt_new_Corridor2	CreatureSpawner,Destructible,EffectArea,HoverText,LightFlicker,LightLod,RandomSpawn,Room,RoomConnection,TimedDestruction,WaterVolume,WearNTear,ZNetView,ZSFX
sunkencrypt_new_Corridor3	EffectArea,LightFlicker,LightLod,RandomSpawn,Room,RoomConnection,TimedDestruction,WaterVolume,WearNTear,ZNetView,ZSFX
sunkencrypt_new_Corridor4	CreatureSpawner,Destructible,EffectArea,HoverText,LightFlicker,LightLod,RandomSpawn,Room,RoomConnection,TimedDestruction,WaterVolume,WearNTear,ZNetView,ZSFX
sunkencrypt_new_Corridor5	CreatureSpawner,Destructible,EffectArea,HoverText,LightFlicker,LightLod,RandomSpawn,Room,RoomConnection,TimedDestruction,WaterVolume,WearNTear,ZNetView,ZSFX
sunkencrypt_new_Endcap1	Pickable,RandomSpawn,Room,RoomConnection,WaterVolume,ZNetView
sunkencrypt_new_Endcap2	Pickable,PickableItem,RandomSpawn,Room,RoomConnection,WaterVolume,ZNetView
sunkencrypt_new_Endcap3	Room,RoomConnection
sunkencrypt_new_EndcapWater1	Room,RoomConnection
sunkencrypt_new_EndcapWater2	Destructible,DropOnDestroyed,RandomSpawn,Room,RoomConnection,WaterVolume,ZNetView
sunkencrypt_new_Room1	Container,CreatureSpawner,Destructible,DropOnDestroyed,EffectArea,HoverText,LightFlicker,LightLod,Pickable,PickableItem,Piece,RandomSpawn,Room,RoomConnection,TimedDestruction,WaterVolume,WearNTear,ZNetView,ZSFX
sunkencrypt_new_Room2	Container,CreatureSpawner,Destructible,DropOnDestroyed,EffectArea,HoverText,LightFlicker,LightLod,Pickable,PickableItem,Piece,RandomSpawn,Room,RoomConnection,SpawnArea,TimedDestruction,WaterVolume,WearNTear,ZNetView,ZSFX
sunkencrypt_new_Room3	Container,CreatureSpawner,Destructible,DropOnDestroyed,EffectArea,HoverText,LightFlicker,LightLod,LodFadeInOut,Pickable,PickableItem,Piece,RandomSpawn,Room,RoomConnection,SpawnArea,TimedDestruction,Vegvisir,WaterVolume,WearNTear,ZNetView,ZSFX
sunkencrypt_new_Room4	Container,CreatureSpawner,Destructible,DropOnDestroyed,EffectArea,HoverText,LightFlicker,LightLod,Pickable,PickableItem,Piece,RandomSpawn,Room,RoomConnection,TimedDestruction,WaterVolume,WearNTear,ZNetView,ZSFX
sunkencrypt_new_Stair1	Destructible,DropOnDestroyed,EffectArea,HoverText,LightFlicker,LightLod,RandomSpawn,Room,RoomConnection,TimedDestruction,WaterVolume,WearNTear,ZNetView,ZSFX
sunkencrypt_new_Start1	Destructible,DropOnDestroyed,EffectArea,LightFlicker,LightLod,Pickable,RandomSpawn,Room,RoomConnection,TimedDestruction,WaterVolume,WearNTear,ZNetView,ZSFX
tarlump1	Destructible,LodFadeInOut,ZNetView
tarlump1_frac	LodFadeInOut,MineRock5,ZNetView
tendril_attack	ItemDrop,ZNetView,ZSyncTransform
tentaroot_attack	ItemDrop,ZNetView,ZSyncTransform
tick_attack	ItemDrop
tick_attack_attach	ItemDrop
tolroko_flyer	ZNetView
trader_wagon	
trader_wagon_destructable	Destructible,DropOnDestroyed,ZNetView
treasure_pile	Piece,WearNTear,ZNetView
treasure_stack	Piece,WearNTear,ZNetView
troll_groundslam	ItemDrop
troll_groundslam_aoe	Aoe,ZNetView
troll_log_swing_h	ItemDrop,MeleeWeaponTrail,ZNetView,ZSyncTransform
troll_log_swing_v	ItemDrop,MeleeWeaponTrail,ZNetView,ZSyncTransform
troll_punch	ItemDrop
troll_summoned_groundslam	ItemDrop
troll_summoned_groundslam_aoe	Aoe,ZNetView
troll_summoned_log_swing_h	ItemDrop,MeleeWeaponTrail,ZNetView,ZSyncTransform
troll_summoned_log_swing_v	ItemDrop,MeleeWeaponTrail,ZNetView,ZSyncTransform
troll_summoned_punch	ItemDrop
troll_summoned_throw	ItemDrop
troll_summoned_throw_projectile	Projectile,ZNetView,ZSyncTransform
troll_throw	ItemDrop
troll_throw_projectile	Projectile,ZNetView,ZSyncTransform
trollsnow_groundslam	ItemDrop
trollsnow_groundslam_aoe	Aoe,ZNetView
trollsnow_groundslam_r	ItemDrop
trollsnow_punch	ItemDrop
trollsnow_punch_r	ItemDrop
trollsnow_throw	ItemDrop
trollsnow_throw_projectile	Projectile,ZNetView,ZSyncTransform
tunnel_web	ZNetView
turf_roof	Piece,WearNTear,ZNetView
turf_roof_top	Piece,WearNTear,ZNetView
turf_roof_wall	Piece,WearNTear,ZNetView
unbjorn_bite	ItemDrop,ZNetView,ZSyncTransform
unbjorn_claws	ItemDrop,ZNetView,ZSyncTransform
unbjorn_slam	ItemDrop
unbjorn_swipe_combo	ItemDrop,ZNetView,ZSyncTransform
unbjorn_swipe_l	ItemDrop,ZNetView,ZSyncTransform
unbjorn_swipe_r	ItemDrop,ZNetView,ZSyncTransform
veg_skull_Ashlands	Destructible,DropOnDestroyed,StaticPhysics,ZNetView
vertical_web	ZNetView
vfx_ carrion_destroyed	TimedDestruction,ZNetView
vfx_ArcheryTarget_hit	TimedDestruction,ZNetView
vfx_AshPieceDestroyed	TimedDestruction,ZNetView
vfx_Ash_Arch2_Broken1_destroyed	Gibber,ZNetView
vfx_Ash_Arch2_Broken2_destroyed	Gibber,ZNetView
vfx_Ashlands_HeatDistortion	GlobalWind
vfx_Ashpiece_roof_destroyed	Gibber,ZNetView
vfx_Ashruin_steepstair_destroyed	Gibber,ZNetView
vfx_Ashruin_wall3_destroyed	Gibber,ZNetView
vfx_Ashruin_wall4_destroyed	Gibber,ZNetView
vfx_Ashruin_wall5_destroyed	Gibber,ZNetView
vfx_Ashruin_window2_destroyed	Gibber,ZNetView
vfx_Ashruin_window3_destroyed	Gibber,ZNetView
vfx_Ashruin_window4_destroyed	Gibber,ZNetView
vfx_Ashruin_window5_destroyed	Gibber,ZNetView
vfx_Ashruin_window6_destroyed	Gibber,ZNetView
vfx_BigBlob_destroyed	Gibber,ZNetView
vfx_BloodDeath	ParticleDecal,TimedDestruction,ZNetView
vfx_BloodHit	ParticleDecal,TimedDestruction,ZNetView
vfx_BombBlob_explode_frost	TimedDestruction,ZNetView
vfx_BombBlob_explode_lava	TimedDestruction,ZNetView
vfx_BombBlob_explode_morkhalla	TimedDestruction,ZNetView
vfx_BombBlob_explode_poison	TimedDestruction,ZNetView
vfx_BombBlob_explode_poisonelite	TimedDestruction,ZNetView
vfx_BombBlob_explode_tar	TimedDestruction,ZNetView
vfx_BonemassDeath	ParticleDecal,TimedDestruction,ZNetView
vfx_BonemassHit	ParticleDecal,TimedDestruction,ZNetView
vfx_BugRepellent	LightFlicker,ZNetView,ZSyncTransform
vfx_Burning	LightFlicker,TimedDestruction,ZNetView,ZSFX,ZSyncTransform
vfx_Burning_blue	LightFlicker,LightLod,TimedDestruction,ZNetView,ZSFX,ZSyncTransform
vfx_Burning_green	LightFlicker,LightLod,TimedDestruction,ZNetView,ZSFX,ZSyncTransform
vfx_CharredBanner1_destroyed	Gibber,ZNetView
vfx_CharredBanner2_destroyed	Gibber,ZNetView
vfx_CharredBanner3_destroyed	Gibber,ZNetView
vfx_CoalDestroyed	TimedDestruction,ZNetView
vfx_CoalHit	TimedDestruction,ZNetView
vfx_Cold	ZNetView,ZSyncTransform
vfx_ColdBall_Hit	LightFlicker,TimedDestruction,ZNetView
vfx_ColdBall_launch	TimedDestruction,ZNetView
vfx_Damaged_Karve	TimedDestruction,ZNetView
vfx_Damaged_Raft	TimedDestruction,ZNetView
vfx_Damaged_VikingShip	TimedDestruction,ZNetView
vfx_Destroyed_AshlandsShip	Gibber,ZNetView
vfx_Destroyed_Karve	Gibber,ZNetView
vfx_Destroyed_Raft	Gibber,ZNetView
vfx_Destroyed_VikingShip	Gibber,ZNetView
vfx_Destroyed_VikingShip_frozen	Gibber,ZNetView
vfx_DraugrSpawn	TimedDestruction,ZNetView
vfx_ExtensionConnection	
vfx_ExtensionConnection_mage	
vfx_FallenWarrior_death	LightFlicker,LightLod,TimedDestruction,ZNetView
vfx_FallenWarrior_hit	TimedDestruction,ZNetView
vfx_FernAshlands_destroyed	TimedDestruction,ZNetView
vfx_FernAshlands_puff	TimedDestruction,ZNetView
vfx_FireAddFuel	TimedDestruction,ZNetView
vfx_FireWork_BlackCore	TimedDestruction,ZNetView,ZSFX
vfx_FireWork_SurtlingCore	TimedDestruction,ZNetView,ZSFX
vfx_FireWork_ThunderStone	TimedDestruction,ZNetView,ZSFX
vfx_FireballHit	TimedDestruction,ZNetView
vfx_Firework_Rocket	TimedDestruction,ZNetView
vfx_Firework_Rocket_Blue	TimedDestruction,ZNetView
vfx_Firework_Rocket_Cyan	TimedDestruction,ZNetView
vfx_Firework_Rocket_Green	TimedDestruction,ZNetView
vfx_Firework_Rocket_Purple	TimedDestruction,ZNetView
vfx_Firework_Rocket_Red	TimedDestruction,ZNetView
vfx_Firework_Rocket_Yellow	TimedDestruction,ZNetView
vfx_Firework_Sparkler	
vfx_FlameBall_launch	TimedDestruction,ZNetView
vfx_ForgeAddFuel	TimedDestruction,ZNetView
vfx_Freezing	ZNetView,ZSyncTransform
vfx_Frost	ZNetView,ZSyncTransform
vfx_FrostOrbs	LightFlicker,TimedDestruction,ZNetView,ZSFX,ZSyncTransform
vfx_GiantMetal_destroyed	TimedDestruction,ZNetView
vfx_GoblinShield	LightFlicker,ZNetView,ZSyncTransform
vfx_GodExplosion	CamShaker,LightFlicker,TimedDestruction,ZNetView,ZSFX
vfx_GraustenDestroyed	TimedDestruction,ZNetView
vfx_GraustenDestroyed_large	TimedDestruction,ZNetView
vfx_GuckSackDestroyed	TimedDestruction,ZNetView
vfx_GuckSackHit	TimedDestruction,ZNetView
vfx_GuckSackSmall_Destroyed	TimedDestruction,ZNetView
vfx_Harpooned	LineConnect,ZNetView,ZSyncTransform
vfx_HealthUpgrade	CamShaker,LightFlicker,TimedDestruction,ZNetView,ZSFX
vfx_HearthAddFuel	TimedDestruction,ZNetView
vfx_HitSparks	TimedDestruction,ZNetView
vfx_HoleSpawner_destruction	Gibber,LightFlicker,TimedDestruction,ZNetView
vfx_HoleSpawner_double_destruction	Gibber,LightFlicker,TimedDestruction,ZNetView
vfx_ImpDeath	TimedDestruction,ZNetView
vfx_LastBossGate_destroyed	LightFlicker,TimedDestruction,ZNetView
vfx_LightFoot	LightFlicker,ZNetView,ZSyncTransform
vfx_MarbleDestroyed	TimedDestruction,ZNetView
vfx_MarbleHit	TimedDestruction,ZNetView
vfx_MeadBzerker	LightFlicker,ZNetView,ZSyncTransform
vfx_MeadHasty	LightFlicker,ZNetView,ZSyncTransform
vfx_MeadSplash	TimedDestruction,ZNetView
vfx_MeadStrength	LightFlicker,ZNetView,ZSyncTransform
vfx_MeadSwimmer	LightFlicker,ZNetView,ZSyncTransform
vfx_MeadTamer	LightFlicker,ZNetView,ZSyncTransform
vfx_MorkhallaStatueDestroyed	TimedDestruction,ZNetView
vfx_MudDestroyed	TimedDestruction,ZNetView
vfx_MudHit	TimedDestruction,ZNetView
vfx_Place_HildirClothesRack	TimedDestruction,ZNetView,ZSFX
vfx_Place_HildirFabricRoll	TimedDestruction,ZNetView,ZSFX
vfx_Place_HildirTableClothes	TimedDestruction,ZNetView,ZSFX
vfx_Place_Karve	TimedDestruction,ZNetView
vfx_Place_Raft	TimedDestruction,ZNetView
vfx_Place_VikingShip	TimedDestruction,ZNetView
vfx_Place_bed	TimedDestruction,ZNetView
vfx_Place_beehive	TimedDestruction,ZNetView
vfx_Place_brazierceiling01	TimedDestruction,ZNetView
vfx_Place_cart	TimedDestruction,ZNetView
vfx_Place_cauldron	TimedDestruction,ZNetView
vfx_Place_charcoalkiln	TimedDestruction,ZNetView
vfx_Place_chest	TimedDestruction,ZNetView
vfx_Place_cookingstation_iron	TimedDestruction,ZNetView
vfx_Place_darkwood_gate	TimedDestruction,ZNetView
vfx_Place_digg	TimedDestruction,ZNetView
vfx_Place_forge	TimedDestruction,ZNetView
vfx_Place_mud_road	CamShaker,TimedDestruction,ZNetView
vfx_Place_oven	TimedDestruction,ZNetView
vfx_Place_portal	TimedDestruction,ZNetView
vfx_Place_raise	CamShaker,TimedDestruction,ZNetView
vfx_Place_refinery	TimedDestruction,ZNetView
vfx_Place_replant	TimedDestruction,ZNetView
vfx_Place_smallitem	TimedDestruction,ZNetView
vfx_Place_smelter	TimedDestruction,ZNetView
vfx_Place_spinningwheel	TimedDestruction,ZNetView
vfx_Place_stone_floor	TimedDestruction,ZNetView
vfx_Place_stone_floor_2x2	TimedDestruction,ZNetView
vfx_Place_stone_wall_2x1	TimedDestruction,ZNetView
vfx_Place_stone_wall_4x2	TimedDestruction,ZNetView
vfx_Place_throne02	TimedDestruction,ZNetView
vfx_Place_turret	TimedDestruction,ZNetView
vfx_Place_windmill	TimedDestruction,ZNetView
vfx_Place_wood_beam	TimedDestruction,ZNetView
vfx_Place_wood_floor	TimedDestruction,ZNetView
vfx_Place_wood_pole	TimedDestruction,ZNetView
vfx_Place_wood_roof	TimedDestruction,ZNetView
vfx_Place_wood_stair	TimedDestruction,ZNetView
vfx_Place_wood_wall	TimedDestruction,ZNetView
vfx_Place_wood_wall_half	TimedDestruction,ZNetView
vfx_Place_wood_wall_roof	TimedDestruction,ZNetView
vfx_Place_workbench	TimedDestruction,ZNetView
vfx_Poison	ZNetView,ZSyncTransform
vfx_Potion_eitr_minor	LightFlicker,ZNetView,ZSyncTransform
vfx_Potion_health_medium	LightFlicker,ZNetView,ZSyncTransform
vfx_Potion_stamina_medium	LightFlicker,ZNetView,ZSyncTransform
vfx_ProjectileHit	TimedDestruction,ZNetView
vfx_RockDestroyed	TimedDestruction,ZNetView
vfx_RockDestroyed_Obsidian	TimedDestruction,ZNetView
vfx_RockDestroyed_large	TimedDestruction,ZNetView
vfx_RockDestroyed_marble	TimedDestruction,ZNetView
vfx_RockHit	TimedDestruction,ZNetView
vfx_RockHit_Marble	TimedDestruction,ZNetView
vfx_RockHit_Obsidian	TimedDestruction,ZNetView
vfx_SawDust	TimedDestruction,ZNetView
vfx_SawDust_Ashlands	TimedDestruction,ZNetView
vfx_SawDust_abomination	TimedDestruction,ZNetView
vfx_ShadowPerson_death	LightFlicker,LightLod,TimedDestruction,ZNetView
vfx_ShadowPerson_hit	TimedDestruction,ZNetView
vfx_Slimed	ZNetView,ZSyncTransform
vfx_Smoked	ZNetView,ZSyncTransform
vfx_StaffShield	LightFlicker,ZNetView,ZSyncTransform
vfx_StaminaUpgrade	CamShaker,LightFlicker,TimedDestruction,ZNetView,ZSFX
vfx_Tared	ParticleDecal,ZNetView,ZSyncTransform
vfx_TrainingDummy_destruction	TimedDestruction,ZNetView
vfx_TrainingDummy_hit	TimedDestruction,ZNetView
vfx_TrollFrost_Death	TimedDestruction,ZNetView
vfx_TrollPheromones	LightFlicker,ZNetView,ZSyncTransform
vfx_UndeadBurn	LightFlicker,TimedDestruction,ZNetView,ZSFX,ZSyncTransform
vfx_WaterImpact_Karve	CamShaker,TimedDestruction,ZNetView
vfx_WaterImpact_Raft	CamShaker,TimedDestruction,ZNetView
vfx_WaterImpact_VikingShip	CamShaker,TimedDestruction,ZNetView
vfx_Wet	ZNetView,ZSyncTransform
vfx_WishbonePing	LightFlicker,TimedDestruction,ZNetView
vfx_arbalest_fire	TimedDestruction,ZNetView
vfx_archerytarget_bullseye	TimedDestruction,ZNetView
vfx_archerytarget_bullseye_double	TimedDestruction,ZNetView
vfx_archerytarget_bullseye_quint	TimedDestruction,ZNetView
vfx_arrowhit	TimedDestruction,ZNetView
vfx_ashland_gate_destruction	Gibber,ZNetView
vfx_ashland_ruin_wall_windows_broken_4x6_destruction	Gibber,ZNetView
vfx_ashland_wall_2x2_corner_destruction	Gibber,ZNetView
vfx_ashland_wall_2x2_destruction	Gibber,ZNetView
vfx_ashlandsbow_blood_fire	TimedDestruction,ZNetView
vfx_ashlandsbow_lightning_fire	TimedDestruction,ZNetView
vfx_ashlandsbow_nature_fire	TimedDestruction,ZNetView
vfx_ashlandslogdestroyed	TimedDestruction,ZNetView
vfx_ashlandslogdestroyed_half	TimedDestruction,ZNetView
vfx_ashlandstreecut	TimedDestruction,ZNetView
vfx_aspect_summoned_prespawn	CamShaker,LightFlicker,LightLod,TimedDestruction,ZNetView,ZSFX
vfx_auto_pickup	TimedDestruction,ZNetView
vfx_bar_ancientmetal_stack_destroyed	Gibber,ZNetView
vfx_bar_blackmetal_stack_destroyed	Gibber,ZNetView
vfx_bar_bronze_stack_destroyed	Gibber,ZNetView
vfx_bar_copper_stack_destroyed	Gibber,ZNetView
vfx_bar_flametal_stack_destroyed	Gibber,ZNetView
vfx_bar_gold_stack_destroyed	Gibber,ZNetView
vfx_bar_iron_stack_destroyed	Gibber,ZNetView
vfx_bar_silver_stack_destroyed	Gibber,ZNetView
vfx_bar_tin_stack_destroyed	Gibber,ZNetView
vfx_barley_destroyed	TimedDestruction,ZNetView
vfx_barnacle_destroyed	TimedDestruction,ZNetView
vfx_barnacle_hit	TimedDestruction,ZNetView
vfx_barrle_destroyed	Gibber,TimedDestruction,ZNetView
vfx_beech_cut	TimedDestruction,ZNetView
vfx_beech_small1_destroy	TimedDestruction,ZNetView
vfx_beech_small2_destroy	TimedDestruction,ZNetView
vfx_beechlog_destroyed	TimedDestruction,ZNetView
vfx_beechlog_half_destroyed	TimedDestruction,ZNetView
vfx_beehive_destroyed	TimedDestruction,ZNetView
vfx_beehive_hit	TimedDestruction,ZNetView
vfx_birch1_aut_cut	TimedDestruction,ZNetView
vfx_birch1_cut	TimedDestruction,ZNetView
vfx_birch2_aut_cut	TimedDestruction,ZNetView
vfx_birch2_cut	TimedDestruction,ZNetView
vfx_bjorn_groundslam	TimedDestruction,ZNetView
vfx_blackice_destroyed	LightFlicker,TimedDestruction,ZNetView
vfx_blastfurance_addfuel	TimedDestruction,ZNetView
vfx_blastfurnace_addore	TimedDestruction,ZNetView
vfx_blastfurnace_produce	TimedDestruction,ZNetView
vfx_blob_attack	TimedDestruction,ZNetView
vfx_blob_death	ParticleDecal,TimedDestruction,ZNetView
vfx_blob_frost_attack	TimedDestruction,ZNetView
vfx_blob_frost_death	ParticleDecal,TimedDestruction,ZNetView
vfx_blob_frost_hit	TimedDestruction,ZNetView
vfx_blob_hit	ParticleDecal,TimedDestruction,ZNetView
vfx_blobelite_attack	TimedDestruction,ZNetView
vfx_blobmork_attack	TimedDestruction,ZNetView
vfx_blobmork_death	ParticleDecal,TimedDestruction,ZNetView
vfx_blobmork_hit	ParticleDecal,TimedDestruction,ZNetView
vfx_blobtar_death	ParticleDecal,TimedDestruction,ZNetView
vfx_blobtar_hit	ParticleDecal,TimedDestruction,ZNetView
vfx_blocked	TimedDestruction,ZNetView
vfx_boar_birth	TimedDestruction,ZNetView
vfx_boar_death	ParticleDecal,TimedDestruction,ZNetView
vfx_boar_hit	ParticleDecal,TimedDestruction,ZNetView
vfx_boar_love	TimedDestruction,ZNetView
vfx_bone_stack_destroyed	Gibber,ZNetView
vfx_bonemawserpent_death	ParticleDecal,TimedDestruction,ZNetView
vfx_bonepile_destroyed	TimedDestruction,ZNetView
vfx_bones_pick	TimedDestruction,ZNetView
